isbn,tag,generated_count,source_labels,generated_by_labels,review_required_count,skip_reasons
9788961555951,700,5,ai_inference=5,llm=5,5,
9788961555951,710,0,,,0,단체 저작 근거 없음
9791192638843,020,1,api=1,rule=1,0,
9791192638843,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791192638843,056,1,api=1,rule=1,1,
9791192638843,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791192638843,245,1,api=1,rule=1,1,
9791192638843,246,0,,,0,대체표제 근거 없음
9791192638843,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791192638843,260,1,api=1,rule=1,1,
9791192638843,300,1,api=1,rule=1,1,
9791192638843,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791192638843,500,1,ai_inference=1,llm=1,1,
9791192638843,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791192638843,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791192638843,653,1,ai_inference=1,llm=1,1,
9791192638843,700,2,ai_inference=2,llm=2,2,
9791192638843,710,0,,,0,단체 저작 근거 없음
9791199657311,020,2,api=2,rule=2,1,
9791199657311,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791199657311,056,1,api=1,rule=1,1,
9791199657311,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791199657311,245,1,api=1,rule=1,1,
9791199657311,246,0,,,0,대체표제 근거 없음
9791199657311,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791199657311,260,1,api=1,rule=1,1,
9791199657311,300,1,api=1,rule=1,1,
9791199657311,490,1,api=1,rule=1,1,
9791199657311,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9791199657311,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791199657311,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199657311,653,1,ai_inference=1,llm=1,1,
9791199657311,700,1,ai_inference=1,llm=1,1,
9791199657311,710,0,,,0,단체 저작 근거 없음
9791167701510,020,1,api=1,rule=1,0,
9791167701510,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791167701510,056,0,,,0,KDC 근거 없음: API 분류기호 미수집
9791167701510,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791167701510,245,1,api=1,rule=1,1,
9791167701510,246,0,,,0,대체표제 근거 없음
9791167701510,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791167701510,260,1,api=1,rule=1,1,
9791167701510,300,1,api=1,rule=1,1,
9791167701510,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791167701510,500,1,ai_inference=1,llm=1,1,
9791167701510,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791167701510,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791167701510,653,1,ai_inference=1,llm=1,1,
9791167701510,700,1,ai_inference=1,llm=1,1,
9791167701510,710,1,ai_inference=1,llm=1,1,
9791199136250,020,1,api=1,rule=1,0,
9791199136250,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791199136250,056,1,api=1,rule=1,1,
9791199136250,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791199136250,245,1,api=1,rule=1,1,
9791199136250,246,0,,,0,대체표제 근거 없음
9791199136250,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791199136250,260,1,api=1,rule=1,1,
9791199136250,300,1,api=1,rule=1,1,
9791199136250,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791199136250,500,1,ai_inference=1,llm=1,1,
9791199136250,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791199136250,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199136250,653,1,ai_inference=1,llm=1,1,
9791199136250,700,1,ai_inference=1,llm=1,1,
9791199136250,710,0,,,0,단체 저작 근거 없음
9791193375266,020,1,api=1,rule=1,0,
9791193375266,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791193375266,056,1,api=1,rule=1,1,
9791193375266,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791193375266,245,1,api=1,rule=1,1,
9791193375266,246,0,,,0,대체표제 근거 없음
9791193375266,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791193375266,260,1,api=1,rule=1,1,
9791193375266,300,1,api=1,rule=1,1,
9791193375266,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791193375266,500,1,ai_inference=1,llm=1,1,
9791193375266,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791193375266,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791193375266,653,1,ai_inference=1,llm=1,1,
9791193375266,700,2,ai_inference=2,llm=2,2,
9791193375266,710,0,,,0,단체 저작 근거 없음
9791194843252,020,2,api=2,rule=2,1,
9791194843252,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791194843252,056,1,api=1,rule=1,1,
9791194843252,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791194843252,245,1,api=1,rule=1,1,
9791194843252,246,1,ai_inference=1,llm=1,1,
9791194843252,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791194843252,260,1,api=1,rule=1,1,
9791194843252,300,1,api=1,rule=1,1,
9791194843252,490,1,api=1,rule=1,1,
9791194843252,500,1,ai_inference=1,llm=1,1,
9791194843252,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791194843252,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194843252,653,1,ai_inference=1,llm=1,1,
9791194843252,700,2,ai_inference=2,llm=2,2,
9791194843252,710,0,,,0,단체 저작 근거 없음
9791194843252,830,0,,,0,생성 대상 아님
9791194843252,950,0,,,0,생성 대상 아님
9788965467892,020,2,api=2,rule=2,1,
9788965467892,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9788965467892,056,1,api=1,rule=1,1,
9788965467892,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788965467892,245,1,api=1,rule=1,1,
9788965467892,246,0,,,0,대체표제 근거 없음
9788965467892,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788965467892,260,1,api=1,rule=1,1,
9788965467892,300,1,api=1,rule=1,1,
9788965467892,490,1,api=1,rule=1,1,
9788965467892,500,1,ai_inference=1,llm=1,1,
9788965467892,546,1,ai_inference=1,llm=1,1,
9788965467892,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788965467892,653,1,ai_inference=1,llm=1,1,
9788965467892,700,2,ai_inference=2,llm=2,2,
9788965467892,710,0,,,0,단체 저작 근거 없음
9791194244349,020,2,api=2,rule=2,1,
9791194244349,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791194244349,056,1,api=1,rule=1,1,
9791194244349,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791194244349,245,1,api=1,rule=1,1,
9791194244349,246,0,,,0,대체표제 근거 없음
9791194244349,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791194244349,260,1,api=1,rule=1,1,
9791194244349,300,1,api=1,rule=1,1,
9791194244349,490,1,api=1,rule=1,1,
9791194244349,500,1,ai_inference=1,llm=1,1,
9791194244349,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791194244349,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194244349,653,1,ai_inference=1,llm=1,1,
9791194244349,700,4,ai_inference=4,llm=4,4,
9791194244349,710,0,,,0,단체 저작 근거 없음
9791141602970,020,1,api=1,rule=1,0,
9791141602970,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791141602970,056,1,api=1,rule=1,1,
9791141602970,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791141602970,245,1,api=1,rule=1,1,
9791141602970,246,0,,,0,대체표제 근거 없음
9791141602970,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791141602970,260,1,api=1,rule=1,1,
9791141602970,300,1,api=1,rule=1,1,
9791141602970,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791141602970,500,1,ai_inference=1,llm=1,1,
9791141602970,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791141602970,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791141602970,653,1,ai_inference=1,llm=1,1,
9791141602970,700,1,ai_inference=1,llm=1,1,
9791141602970,710,0,,,0,단체 저작 근거 없음
9791199605336,020,1,api=1,rule=1,0,
9791199605336,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791199605336,056,1,api=1,rule=1,1,
9791199605336,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791199605336,245,1,api=1,rule=1,1,
9791199605336,246,0,,,0,대체표제 근거 없음
9791199605336,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791199605336,260,1,api=1,rule=1,1,
9791199605336,300,1,api=1,rule=1,1,
9791199605336,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791199605336,500,1,ai_inference=1,llm=1,1,
9791199605336,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791199605336,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199605336,653,1,ai_inference=1,llm=1,1,
9791199605336,700,2,ai_inference=2,llm=2,2,
9791199605336,710,0,,,0,단체 저작 근거 없음
9791194090397,020,1,api=1,rule=1,0,
9791194090397,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791194090397,056,0,,,0,KDC 근거 없음: API 분류기호 미수집
9791194090397,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791194090397,245,1,api=1,rule=1,1,
9791194090397,246,0,,,0,대체표제 근거 없음
9791194090397,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791194090397,260,1,api=1,rule=1,1,
9791194090397,300,1,api=1,rule=1,1,
9791194090397,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791194090397,500,1,ai_inference=1,llm=1,1,
9791194090397,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791194090397,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194090397,653,1,ai_inference=1,llm=1,1,
9791194090397,700,1,ai_inference=1,llm=1,1,
9791194090397,710,0,,,0,단체 저작 근거 없음
9788955885132,020,1,api=1,rule=1,0,
9788955885132,056,1,api=1,rule=1,1,
9788955885132,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788955885132,245,1,api=1,rule=1,1,
9788955885132,246,1,ai_inference=1,llm=1,1,
9788955885132,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788955885132,260,1,api=1,rule=1,1,
9788955885132,300,1,api=1,rule=1,1,
9788955885132,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9788955885132,500,1,ai_inference=1,llm=1,1,
9788955885132,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788955885132,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788955885132,653,1,ai_inference=1,llm=1,1,
9788955885132,700,2,ai_inference=2,llm=2,2,
9791141615819,020,1,api=1,rule=1,0,
9791141615819,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791141615819,056,1,api=1,rule=1,1,
9791141615819,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791141615819,245,1,api=1,rule=1,1,
9791141615819,246,0,,,0,대체표제 근거 없음
9791141615819,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791141615819,260,1,api=1,rule=1,1,
9791141615819,300,1,api=1,rule=1,1,
9791141615819,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791141615819,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9791141615819,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791141615819,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791141615819,653,1,ai_inference=1,llm=1,1,
9791141615819,700,1,ai_inference=1,llm=1,0,
9791141615819,710,0,,,0,단체 저작 근거 없음
9791168343238,020,1,api=1,rule=1,0,
9791168343238,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791168343238,056,1,api=1,rule=1,1,
9791168343238,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791168343238,245,1,api=1,rule=1,1,
9791168343238,246,0,,,0,대체표제 근거 없음
9791168343238,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791168343238,260,1,api=1,rule=1,1,
9791168343238,300,1,api=1,rule=1,1,
9791168343238,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791168343238,500,1,ai_inference=1,llm=1,1,
9791168343238,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791168343238,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791168343238,653,1,ai_inference=1,llm=1,1,
9791168343238,700,1,ai_inference=1,llm=1,1,
9791168343238,710,0,,,0,단체 저작 근거 없음
9791189936594,020,1,api=1,rule=1,0,
9791189936594,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791189936594,056,0,,,0,KDC 근거 없음: API 분류기호 미수집
9791189936594,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791189936594,245,1,api=1,rule=1,1,
9791189936594,246,0,,,0,대체표제 근거 없음
9791189936594,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791189936594,260,1,api=1,rule=1,1,
9791189936594,300,1,api=1,rule=1,1,
9791189936594,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791189936594,500,1,ai_inference=1,llm=1,1,
9791189936594,546,1,ai_inference=1,llm=1,1,
9791189936594,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791189936594,653,1,ai_inference=1,llm=1,1,
9791189936594,700,1,ai_inference=1,llm=1,1,
9791189936594,710,0,,,0,단체 저작 근거가 없음
9791175610729,020,1,api=1,rule=1,0,
9791175610729,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791175610729,056,1,api=1,rule=1,1,
9791175610729,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791175610729,245,1,api=1,rule=1,1,
9791175610729,246,0,,,0,대체표제 근거 없음
9791175610729,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791175610729,260,1,api=1,rule=1,1,
9791175610729,300,1,api=1,rule=1,1,
9791175610729,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791175610729,500,1,ai_inference=1,llm=1,1,
9791175610729,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791175610729,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791175610729,653,1,ai_inference=1,llm=1,1,
9791175610729,700,1,ai_inference=1,llm=1,1,
9791175610729,710,0,,,0,단체 저작 근거 없음
9791124336830,020,1,api=1,rule=1,0,
9791124336830,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791124336830,056,1,api=1,rule=1,1,
9791124336830,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791124336830,245,1,api=1,rule=1,1,
9791124336830,246,1,ai_inference=1,llm=1,1,
9791124336830,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791124336830,260,1,api=1,rule=1,1,
9791124336830,300,1,api=1,rule=1,1,
9791124336830,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791124336830,500,1,ai_inference=1,llm=1,1,
9791124336830,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791124336830,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791124336830,653,1,ai_inference=1,llm=1,1,
9791124336830,700,1,ai_inference=1,llm=1,1,
9791124336830,710,0,,,0,단체 저작 근거 없음
9791124336830,830,0,,,0,기본 생성 대상 아님
9791124336830,950,0,,,0,기본 생성 대상 아님
9791191592870,020,1,api=1,rule=1,0,
9791191592870,056,1,api=1,rule=1,1,
9791191592870,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791191592870,245,1,api=1,rule=1,1,
9791191592870,246,1,ai_inference=1,llm=1,1,
9791191592870,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791191592870,260,1,api=1,rule=1,1,
9791191592870,300,1,api=1,rule=1,1,
9791191592870,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791191592870,500,1,ai_inference=1,llm=1,1,
9791191592870,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791191592870,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791191592870,653,1,ai_inference=1,llm=1,1,
9791191592870,700,1,ai_inference=1,llm=1,1,
9791191592870,710,1,ai_inference=1,llm=1,1,
9788911732906,020,1,api=1,rule=1,0,
9788911732906,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9788911732906,056,1,api=1,rule=1,1,
9788911732906,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788911732906,245,1,api=1,rule=1,1,
9788911732906,246,0,,,0,대체표제 근거 없음
9788911732906,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788911732906,260,1,api=1,rule=1,1,
9788911732906,300,1,api=1,rule=1,1,
9788911732906,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9788911732906,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9788911732906,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788911732906,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788911732906,653,1,ai_inference=1,llm=1,1,
9788911732906,700,1,ai_inference=1,llm=1,1,
9788911732906,710,0,,,0,단체 저작 근거 없음
9791194100133,020,1,api=1,rule=1,0,
9791194100133,041,1,ai_inference=1,llm=1,1,
9791194100133,056,1,api=1,rule=1,1,
9791194100133,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791194100133,245,1,api=1,rule=1,1,
9791194100133,246,0,,,0,대체표제 근거 없음
9791194100133,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791194100133,260,1,api=1,rule=1,1,
9791194100133,300,1,api=1,rule=1,1,
9791194100133,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791194100133,500,1,ai_inference=1,llm=1,1,
9791194100133,546,1,ai_inference=1,llm=1,1,
9791194100133,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194100133,653,1,ai_inference=1,llm=1,1,
9791194100133,700,2,ai_inference=2,llm=2,2,
9791194100133,710,1,ai_inference=1,llm=1,1,
9791194100133,830,0,,,0,총서 정보 없음
9791194100133,950,0,,,0,가격 등 부가필드 생성 대상 아님
9788936451684,020,1,api=1,rule=1,0,
9788936451684,041,0,,,0,번역 다국어 근거 없음: 041 생성 보류
9788936451684,056,1,api=1,rule=1,1,
9788936451684,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788936451684,245,1,api=1,rule=1,1,
9788936451684,246,0,,,0,대체표제 근거 없음
9788936451684,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788936451684,260,1,api=1,rule=1,1,
9788936451684,300,1,api=1,rule=1,1,
9788936451684,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9788936451684,500,1,ai_inference=1,llm=1,1,
9788936451684,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788936451684,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788936451684,653,1,ai_inference=1,llm=1,1,
9788936451684,700,2,ai_inference=2,llm=2,2,
9788936451684,710,0,,,0,단체 저작 근거 없음
9788949102689,020,2,api=2,rule=2,1,
9788949102689,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9788949102689,056,1,api=1,rule=1,1,
9788949102689,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788949102689,245,1,api=1,rule=1,1,
9788949102689,246,0,,,0,대체표제 근거 없음
9788949102689,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788949102689,260,1,api=1,rule=1,1,
9788949102689,300,1,api=1,rule=1,1,
9788949102689,490,1,api=1,rule=1,1,
9788949102689,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9788949102689,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788949102689,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788949102689,653,1,ai_inference=1,llm=1,1,
9788949102689,700,1,ai_inference=1,llm=1,1,
9788949102689,710,0,,,0,단체 저작 근거 없음
9791174760548,020,2,api=2,rule=2,1,
9791174760548,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9791174760548,056,1,api=1,rule=1,1,
9791174760548,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791174760548,245,1,api=1,rule=1,1,
9791174760548,246,0,,,0,대체표제 근거 없음
9791174760548,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791174760548,260,1,api=1,rule=1,1,
9791174760548,300,1,api=1,rule=1,1,
9791174760548,490,1,api=1,rule=1,1,
9791174760548,500,1,ai_inference=1,llm=1,1,
9791174760548,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9791174760548,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791174760548,653,1,ai_inference=1,llm=1,1,
9791174760548,700,1,ai_inference=1,llm=1,1,
9791174760548,710,0,,,0,단체 저작 근거 없음
9788936439910,020,1,api=1,rule=1,0,
9788936439910,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9788936439910,056,1,api=1,rule=1,1,
9788936439910,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
