isbn,tag,generated_count,source_labels,generated_by_labels,review_required_count,skip_reasons
9791158366179,260,1,api=1,unset=1,1,
9791158366179,300,0,,,0,면수와 크기는 있으나 서지 형식 확정값 생성 보류
9791158366179,490,0,,,0,총서기호는 830 우선
9791158366179,500,1,ai_inference=1,unset=1,1,
9791158366179,546,1,ai_inference=1,unset=1,1,
9791158366179,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791158366179,653,1,ai_inference=1,unset=1,1,
9791158366179,700,1,api=1,unset=1,1,
9791158366179,830,0,,,0,총서 표목 형식 확정 근거 부족
9791158366179,950,0,,,0,로컬 필드 생성 근거 부족
9788939231900,020,1,api=1,unset=1,1,
9788939231900,041,0,,,0,번역 정황 없음
9788939231900,056,1,api=1,unset=1,1,
9788939231900,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788939231900,245,1,api=1,unset=1,1,
9788939231900,246,0,,,0,대체표제 근거 부족
9788939231900,250,0,,,0,판사항 근거 부족
9788939231900,260,1,api=1,unset=1,1,
9788939231900,300,0,,,0,일부 물리사항은 있으나 서술형 근거만으로는 보수적으로 생성 보류
9788939231900,490,0,,,0,총서정보 근거 부족
9788939231900,500,1,ai_inference=1,unset=1,1,
9788939231900,546,1,ai_inference=1,unset=1,1,
9788939231900,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788939231900,653,1,ai_inference=1,unset=1,1,
9788939231900,700,1,api=1,unset=1,1,
9788939231900,710,0,,,0,단체저자 근거 부족
9788939231900,830,0,,,0,총서표목 근거 부족
9788939231900,950,0,,,0,가격 등 부가정보는 별도 근거 필드로 처리
9788961555951,020,1,api=1,unset=1,0,
9788961555951,041,1,ai_inference=1,unset=1,1,
9788961555951,056,1,ai_inference=1,unset=1,1,
9788961555951,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788961555951,245,1,api=1,unset=1,0,
9788961555951,246,0,,,0,대체표제 근거 부족
9788961555951,250,0,,,0,판사항 근거 부족
9788961555951,260,1,api=1,unset=1,0,
9788961555951,300,1,api=1,unset=1,0,
9788961555951,490,0,,,0,총서명 근거 부족
9788961555951,500,1,ai_inference=1,unset=1,1,
9788961555951,546,0,,,0,언어주기 생성 조건 미충족
9788961555951,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788961555951,653,1,ai_inference=1,unset=1,1,
9788961555951,700,5,api=5,unset=5,0,
9788961555951,710,0,,,0,단체명 저자 근거 부족
9788961555951,830,0,,,0,총서명 근거 부족
9788961555951,950,0,,,0,로컬 부가필드 근거 부족
9791192638843,020,1,api=1,unset=1,1,
9791192638843,041,0,,,0,번역 또는 다국어 정황 없음
9791192638843,056,1,ai_inference=1,unset=1,1,
9791192638843,082,1,ai_inference=1,unset=1,1,
9791192638843,245,1,api=1,unset=1,0,
9791192638843,246,0,,,0,대체표제 근거 부족
9791192638843,250,0,,,0,판차 정보 없음
9791192638843,260,1,api=1,unset=1,0,
9791192638843,300,0,,,0,일부 물리사항은 있으나 현재 생성 규칙상 확정 근거 부족
9791192638843,490,0,,,0,총서 정보 없음
9791192638843,500,1,ai_inference=1,unset=1,1,
9791192638843,546,1,ai_inference=1,unset=1,1,
9791192638843,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791192638843,653,1,ai_inference=1,unset=1,1,
9791192638843,700,2,api=2,unset=2,0,
9791192638843,830,0,,,0,총서명 정보 없음
9791192638843,950,0,,,0,부가 서지 필드 근거 없음
9791199657311,020,1,api=1,unset=1,1,
9791199657311,041,0,,,0,번역 정황 없음
9791199657311,056,1,api=1,unset=1,1,
9791199657311,082,0,,,0,DDC 근거 없음: 056만 생성
9791199657311,245,1,api=1,unset=1,0,
9791199657311,246,0,,,0,대체표제 근거 부족
9791199657311,250,0,,,0,판사항 근거 부족
9791199657311,260,1,api=1,unset=1,0,
9791199657311,300,0,,,0,서지사항 일부만 있어 완전 기술 보류
9791199657311,490,0,,,0,총서명은 확인되나 서명과의 관계 기술은 검수 필요
9791199657311,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9791199657311,546,0,,,0,언어주기 생성 조건 미충족
9791199657311,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199657311,653,1,ai_inference=1,unset=1,1,
9791199657311,700,1,api=1,unset=1,0,
9791199657311,830,0,,,0,총서명 형식화 근거 부족
9791199657311,950,0,,,0,로컬 필드 생성 근거 없음
9791167701510,020,1,api=1,unset=1,1,
9791167701510,041,0,,,0,번역 정황이 없으므로 생성하지 않음
9791167701510,056,0,,,0,근거 부족: 056 생성에 필요한 evidence 미수집
9791167701510,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791167701510,245,1,api=1,unset=1,0,
9791167701510,246,0,,,0,대체표제 근거 부족
9791167701510,250,0,,,0,판차 정보 없음
9791167701510,260,1,api=1,unset=1,0,
9791167701510,300,0,,,0,일부 물리사항은 확인되나 전체 서지기술을 위한 완전 근거 부족
9791167701510,490,0,,,0,총서 정보 없음
9791167701510,500,0,,,0,특정 5XX 필드가 더 적합하고 일반주기 근거 부족: description 단순 복사 금지
9791167701510,546,0,,,0,언어주기 생성 조건 미충족
9791167701510,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791167701510,653,1,ai_inference=1,unset=1,1,
9791167701510,700,0,,,0,개인명 저자 정보는 245에 이미 반영되며 추가 표목 근거 부족
9791167701510,710,0,,,0,단체명 근거 없음
9791167701510,830,0,,,0,총서 표목 근거 없음
9791167701510,950,0,,,0,기관 내부필드 생성 근거 없음
9791199136250,020,1,api=1,unset=1,0,
9791199136250,041,0,,,0,번역 또는 다국어 정황 없음
9791199136250,056,1,ai_inference=1,unset=1,1,
9791199136250,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791199136250,245,1,api=1,unset=1,0,
9791199136250,246,1,ai_inference=1,unset=1,1,
9791199136250,260,1,api=1,unset=1,0,
9791199136250,300,1,api=1,unset=1,0,
9791199136250,490,0,,,0,총서 정보 근거 없음
9791199136250,500,1,ai_inference=1,unset=1,1,
9791199136250,546,1,ai_inference=1,unset=1,1,
9791199136250,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199136250,653,1,ai_inference=1,unset=1,1,
9791199136250,700,1,ai_inference=1,unset=1,1,
9791199136250,710,0,,,0,단체명 근거 부족
9791199136250,830,0,,,0,총서명 근거 없음
9791199136250,950,0,,,0,추가 식별 정보 근거 없음
9791193375266,020,1,api=1,unset=1,0,
9791193375266,041,0,,,0,언어주기 생성 조건 미충족
9791193375266,056,1,ai_inference=1,unset=1,1,
9791193375266,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791193375266,245,1,api=1,unset=1,0,
9791193375266,246,0,,,0,대체표제 근거 부족
9791193375266,250,0,,,0,판사항 근거 부족
9791193375266,260,1,api=1,unset=1,0,
9791193375266,300,0,,,0,일부 서지요소는 있으나 현재 출력 정책상 미생성
9791193375266,490,0,,,0,총서사항 근거 부족
9791193375266,500,1,ai_inference=1,unset=1,1,
9791193375266,546,1,ai_inference=1,unset=1,1,
9791193375266,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791193375266,653,1,ai_inference=1,unset=1,1,
9791193375266,700,2,api=2,unset=2,0,
9791193375266,710,0,,,0,단체저자 근거 부족
9791193375266,830,0,,,0,총서명 근거 부족
9791193375266,950,0,,,0,가격 등 로컬 메모 필드 정책상 미생성
9791194843252,020,1,api=1,unset=1,0,
9791194843252,041,1,ai_inference=1,unset=1,1,
9791194843252,056,1,api=1,unset=1,1,
9791194843252,082,0,,,0,DDC 근거 없음: 056만 생성
9791194843252,245,1,api=1,unset=1,0,
9791194843252,246,0,,,0,대체표제 근거 부족
9791194843252,250,0,,,0,판차 정보 없음
9791194843252,260,1,api=1,unset=1,0,
9791194843252,300,1,api=1,unset=1,0,
9791194843252,490,1,api=1,unset=1,0,
9791194843252,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9791194843252,546,1,ai_inference=1,unset=1,1,
9791194843252,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194843252,653,1,ai_inference=1,unset=1,1,
9791194843252,700,2,api=2,unset=2,0,
9791194843252,710,0,,,0,단체명 근거 없음
9791194843252,830,1,api=1,unset=1,0,
9791194843252,950,0,,,0,MARC 로컬 부가필드 생성 근거 없음
9788965467892,020,1,api=1,unset=1,1,
9788965467892,041,0,,,0,번역 정황이 확인되지 않음
9788965467892,056,0,,,0,KDC 근거 부족: api 값 없음
9788965467892,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788965467892,245,1,api=1,unset=1,1,
9788965467892,246,0,,,0,대체표제 근거 부족
9788965467892,250,0,,,0,판차 정보 근거 부족
9788965467892,260,1,api=1,unset=1,1,
9788965467892,300,0,,,0,페이지와 크기 외 추가 서술 근거 부족
9788965467892,490,0,,,0,총서명은 있으나 서명형 근거만으로 시리즈 필드 생성 보류
9788965467892,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9788965467892,546,0,,,0,언어주기 생성 조건 미충족
9788965467892,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788965467892,653,1,ai_inference=1,unset=1,1,
9788965467892,700,1,api=1,unset=1,1,
9788965467892,830,0,,,0,총서 표목 확정 근거 부족
9788965467892,950,0,,,0,로컬 부가 필드 생성 근거 부족
9791194244349,020,1,api=1,unset=1,1,
9791194244349,041,1,ai_inference=1,unset=1,1,
9791194244349,056,1,ai_inference=1,unset=1,1,
9791194244349,082,0,,,0,DDC 근거 없음: 056만 생성
9791194244349,245,1,api=1,unset=1,1,
9791194244349,246,0,,,0,대체표제 근거 부족
9791194244349,250,0,,,0,판차사항 근거 부족
9791194244349,260,1,api=1,unset=1,1,
9791194244349,300,1,api=1,unset=1,1,
9791194244349,490,1,api=1,unset=1,1,
9791194244349,500,0,,,0,500보다 특정 주기 필드 우선
9791194244349,546,1,ai_inference=1,unset=1,1,
9791194244349,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194244349,653,1,ai_inference=1,unset=1,1,
9791194244349,700,2,api=2,unset=2,2,
9791194244349,710,0,,,0,단체명 근거 부족
9791194244349,830,1,api=1,unset=1,1,
9791194244349,950,1,api=1,unset=1,1,
9791141602970,020,1,api=1,unset=1,1,
9791141602970,041,0,,,0,번역 다국어 정황 없음: 041 생성 보류
9791141602970,056,1,api=1,unset=1,1,
9791141602970,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791141602970,245,1,api=1,unset=1,1,
9791141602970,246,0,,,0,대체표제 근거 부족
9791141602970,250,0,,,0,판차 정보 근거 부족
9791141602970,260,1,api=1,unset=1,1,
9791141602970,300,0,,,0,기술적 서지사항 일부만 확인되어 세부값 임의 생성 금지
9791141602970,490,0,,,0,총서사항 근거 부족
9791141602970,500,1,ai_inference=1,unset=1,1,
9791141602970,546,1,ai_inference=1,unset=1,1,
9791141602970,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791141602970,653,1,ai_inference=1,unset=1,1,
9791141602970,710,0,,,0,단체명 저자 근거 부족
9791141602970,830,0,,,0,총서명 근거 부족
9791141602970,950,0,,,0,로컬 관리필드 근거 부족
9791199605336,020,1,api=1,unset=1,1,
9791199605336,041,0,,,0,번역 정황 없음: 041 생성 보류
9791199605336,056,0,,,0,KDC 근거 없음: 056만 생성
9791199605336,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791199605336,245,1,api=1,unset=1,0,
9791199605336,246,0,,,0,대체표제 근거 부족
9791199605336,250,0,,,0,판사항 근거 부족
9791199605336,260,1,api=1,unset=1,0,
9791199605336,300,1,api=1,unset=1,0,
9791199605336,490,0,,,0,총서사항 근거 부족
9791199605336,500,1,ai_inference=1,unset=1,1,
9791199605336,546,1,ai_inference=1,unset=1,1,
9791199605336,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791199605336,653,1,ai_inference=1,unset=1,1,
9791199605336,700,0,,,0,개인명 추가표목은 책임표시 이외의 근거 부족
9791199605336,710,0,,,0,단체명 책임표시 근거 부족
9791199605336,830,0,,,0,총서표목 근거 부족
9791199605336,950,0,,,0,로컬 필드 생성 근거 부족
9791194090397,020,1,api=1,unset=1,1,
9791194090397,041,0,,,0,번역 다국어 정황 없음
9791194090397,056,1,ai_inference=1,unset=1,1,
9791194090397,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791194090397,245,1,api=1,unset=1,1,
9791194090397,246,0,,,0,대체표제 근거 없음
9791194090397,250,0,,,0,판차 정보 없음
9791194090397,260,1,api=1,unset=1,1,
9791194090397,300,1,api=1,unset=1,1,
9791194090397,490,0,,,0,총서 정보 없음
9791194090397,500,1,ai_inference=1,unset=1,1,
9791194090397,546,1,ai_inference=1,unset=1,1,
9791194090397,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194090397,653,1,ai_inference=1,unset=1,1,
9791194090397,700,0,,,0,추가 개인명 근거 없음
9791194090397,710,0,,,0,단체명 근거 없음
9791194090397,830,0,,,0,총서표목 근거 없음
9791194090397,950,0,,,0,청구기호 생성 근거 없음
9788955885132,020,1,api=1,unset=1,1,
9788955885132,041,0,,,0,번역 또는 다국어 정황 없음
9788955885132,056,0,,,0,근거 부족: 056 생성에 필요한 evidence 미수집
9788955885132,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788955885132,245,1,api=1,unset=1,0,
9788955885132,246,0,,,0,대체표제 생성 근거 부족
9788955885132,250,0,,,0,판사항 정보 없음
9788955885132,260,1,api=1,unset=1,0,
9788955885132,300,0,,,0,페이지와 크기 정보는 서지기술용으로 별도 구조 근거 부족
9788955885132,490,0,,,0,총서명 정보 없음
9788955885132,500,0,,,0,500보다 특정 주기 필드 우선
9788955885132,546,0,,,0,언어주기 생성 조건 미충족
9788955885132,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788955885132,653,1,ai_inference=1,unset=1,1,
9788955885132,700,0,,,0,개인명 표목 생성 근거 부족
9788955885132,710,0,,,0,단체명 표목 생성 근거 부족
9788955885132,830,0,,,0,총서명 정보 없음
9788955885132,950,0,,,0,로컬 관리필드 생성 근거 없음
9791141615819,020,1,api=1,unset=1,1,
9791141615819,041,0,,,0,번역 정황이 없어 생성하지 않음
9791141615819,056,1,api=1,unset=1,1,
9791141615819,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791141615819,245,1,api=1,unset=1,0,
9791141615819,246,0,,,0,대체표제 근거 부족
9791141615819,250,0,,,0,판차 정보 없음
9791141615819,260,1,api=1,unset=1,0,
9791141615819,300,0,,,0,면수와 판형 외 기술요소는 생성 정책상 보수 적용
9791141615819,490,0,,,0,총서 정보 없음
9791141615819,500,1,ai_inference=1,unset=1,1,
9791141615819,546,0,,,0,언어주기 생성 조건 미충족
9791141615819,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791141615819,653,1,ai_inference=1,unset=1,1,
9791141615819,700,1,api=1,unset=1,0,
9791141615819,710,0,,,0,단체명 근거 부족
9791141615819,830,0,,,0,총서 표목 근거 부족
9791141615819,950,0,,,0,로컬 부가필드 생성 근거 없음
9791168343238,020,1,api=1,unset=1,1,
9791168343238,041,0,,,0,번역 정황 없음
9791168343238,056,1,api=1,unset=1,1,
9791168343238,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791168343238,245,1,api=1,unset=1,0,
9791168343238,246,0,,,0,대체표제 근거 부족
9791168343238,250,0,,,0,판차 정보 없음
9791168343238,260,1,api=1,unset=1,0,
9791168343238,300,0,,,0,page와 book_size는 있으나 상세 항목 확정 근거 부족
9791168343238,490,0,,,0,총서 정보 없음
9791168343238,500,1,ai_inference=1,unset=1,1,
9791168343238,546,1,ai_inference=1,unset=1,1,
9791168343238,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791168343238,653,1,ai_inference=1,unset=1,1,
9791168343238,700,1,api=1,unset=1,0,
9791168343238,710,0,,,0,단체명 근거 없음
9791168343238,830,0,,,0,총서표목 근거 없음
9791168343238,950,0,,,0,로컬 비표준 필드 생성 근거 없음
9791189936594,020,1,api=1,unset=1,1,
9791189936594,041,0,,,0,번역 정황이 없어 생성하지 않음
9791189936594,056,1,api=1,unset=1,1,
9791189936594,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791189936594,245,1,api=1,unset=1,0,
9791189936594,246,0,,,0,대체표제가 확인되지 않음
9791189936594,250,0,,,0,판사항 근거 없음
9791189936594,260,1,api=1,unset=1,0,
9791189936594,300,0,,,0,면수와 크기는 서지사항이지만 생성 대상 필드로 보수적 판단상 생략
9791189936594,490,0,,,0,총서 정보 없음
9791189936594,500,0,,,0,500보다 특정 주기 필드 우선
9791189936594,546,0,,,0,언어주기 생성 조건 미충족
9791189936594,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791189936594,653,0,,,0,주제 색인어로 사용할 독립 근거 부족
9791189936594,700,1,api=1,unset=1,0,
9791189936594,710,0,,,0,단체 저자 없음
9791189936594,830,0,,,0,총서표목 정보 없음
9791189936594,950,0,,,0,부가 서지정보 근거 없음
9791175610729,020,1,api=1,unset=1,1,
9791175610729,041,0,,,0,언어주기 생성 조건 미충족
9791175610729,056,1,api=1,unset=1,1,
9791175610729,082,0,,,0,DDC 근거 없음: 056만 생성
9791175610729,245,1,api=1,unset=1,0,
9791175610729,246,0,,,0,대체표제 근거 부족
9791175610729,250,0,,,0,판차 정보 없음
9791175610729,260,1,api=1,unset=1,0,
9791175610729,300,0,,,0,서술형 물리서지 값은 일부만 확인되어 생성 보류
9791175610729,490,0,,,0,총서 정보 없음
9791175610729,500,1,ai_inference=1,unset=1,1,
9791175610729,546,0,,,0,언어주기 생성 조건 미충족
9791175610729,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791175610729,653,1,ai_inference=1,unset=1,1,
9791175610729,700,1,api=1,unset=1,0,
9791175610729,830,0,,,0,총서 표목 근거 없음
9791175610729,950,0,,,0,로컬 부가정보 근거 없음
9791124336830,020,1,api=1,unset=1,1,
9791124336830,041,0,,,0,번역 또는 다국어 정황 없음
9791124336830,056,1,ai_inference=1,unset=1,1,
9791124336830,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791124336830,245,1,api=1,unset=1,0,
9791124336830,246,0,,,0,대체표제 근거 부족
9791124336830,250,0,,,0,판차 정보 없음
9791124336830,260,1,api=1,unset=1,0,
9791124336830,300,1,api=1,unset=1,0,
9791124336830,490,0,,,0,총서 정보 없음
9791124336830,500,1,ai_inference=1,unset=1,1,
9791124336830,546,1,ai_inference=1,unset=1,1,
9791124336830,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791124336830,653,1,ai_inference=1,unset=1,1,
9791124336830,700,1,api=1,unset=1,0,
9791124336830,710,0,,,0,단체저자 근거 없음
9791124336830,830,0,,,0,총서 표목 근거 없음
9791124336830,950,0,,,0,로컬 확장 필드 생성 근거 없음
9791191592870,020,1,api=1,unset=1,1,
9791191592870,041,0,,,0,번역 정황이 없어 skipped 처리
9791191592870,056,0,,,0,KDC 근거 부족: 056 생성 보류
9791191592870,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791191592870,245,1,api=1,unset=1,1,
9791191592870,246,0,,,0,대체표제 근거 부족
9791191592870,250,0,,,0,판사항 근거 부족
9791191592870,260,1,api=1,unset=1,1,
9791191592870,300,0,,,0,면수와 크기는 서지값이 있으나 생성 규칙상 본문 근거 부족
9791191592870,490,0,,,0,총서 정보 근거 부족
9791191592870,500,1,ai_inference=1,unset=1,1,
9791191592870,546,0,,,0,언어주기 생성 조건 미충족
9791191592870,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791191592870,653,1,ai_inference=1,unset=1,1,
9791191592870,700,1,ai_inference=1,unset=1,1,
9791191592870,830,0,,,0,총서 표목 근거 부족
9791191592870,950,0,,,0,로컬 관리필드 생성 근거 부족
9788911732906,020,1,api=1,unset=1,1,
9788911732906,041,0,,,0,번역 다국어 정황 없음: 041 생성 보류
9788911732906,056,0,,,0,KDC 근거 없음: 056 생성에 필요한 evidence 미수집
9788911732906,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788911732906,245,1,api=1,unset=1,0,
9788911732906,246,0,,,0,대체표제 근거 부족
9788911732906,250,0,,,0,판사항 근거 부족
9788911732906,260,1,api=1,unset=1,0,
9788911732906,300,0,,,0,기술사항은 서지값만으로 생성 가능하나 본 응답에서는 필드 생성 대상에서 제외
9788911732906,490,0,,,0,총서 정보 근거 부족
9788911732906,500,1,ai_inference=1,unset=1,1,
9788911732906,546,1,ai_inference=1,unset=1,1,
9788911732906,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788911732906,653,1,ai_inference=1,unset=1,1,
9788911732906,710,0,,,0,단체명 저자 근거 부족
9788911732906,830,0,,,0,총서 접근점 근거 부족
9788911732906,950,0,,,0,로컬 필드 생성 근거 없음
9791194100133,020,1,api=1,unset=1,1,
9791194100133,041,0,,,0,언어주기 생성 조건 미충족
9791194100133,056,0,,,0,근거 부족: 056 생성에 필요한 evidence 미수집
9791194100133,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791194100133,245,1,api=1,unset=1,1,
9791194100133,246,0,,,0,대체표제 근거 부족
9791194100133,250,0,,,0,판차 사항 근거 부족
9791194100133,260,1,api=1,unset=1,1,
9791194100133,300,0,,,0,형태사항 일부는 biblio에 있으나 생성 근거 정책상 확정 필드로 처리하지 않음
9791194100133,490,0,,,0,총서사항 근거 부족
9791194100133,500,0,,,0,500보다 특정 주기 필드 우선
9791194100133,546,1,ai_inference=1,unset=1,1,
9791194100133,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194100133,653,1,ai_inference=1,unset=1,1,
9791194100133,700,1,api=1,unset=1,1,
9791194100133,710,0,,,0,단체저자 근거 부족
9791194100133,830,0,,,0,총서표목 근거 부족
9791194100133,950,0,,,0,로컬 필드 생성 근거 부족
9788936451684,020,1,api=1,unset=1,1,
9788936451684,041,0,,,0,번역 정황이 없어 생성하지 않음
9788936451684,056,0,,,0,KDC 근거 부족: 056 생성에 필요한 evidence 미수집
9788936451684,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788936451684,245,1,api=1,unset=1,0,
9788936451684,246,0,,,0,대체표제 근거 부족
9788936451684,250,0,,,0,판차 사항 근거 부족
9788936451684,260,1,api=1,unset=1,0,
9788936451684,300,1,api=1,unset=1,0,
9788936451684,490,0,,,0,총서 정보 근거 부족
9788936451684,500,0,,,0,특정 5XX 필드가 더 적합하면 500보다 특정 주기 필드 우선
9788936451684,546,0,,,0,언어주기 생성 조건 미충족
9788936451684,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788936451684,653,1,ai_inference=1,unset=1,1,
9788936451684,700,0,,,0,개인명 부출표목 근거 부족
9788936451684,710,0,,,0,단체명 부출표목 근거 부족
9788936451684,830,0,,,0,총서표목 근거 부족
9788936451684,950,0,,,0,로컬 확장 필드 생성 근거 없음
9788949102689,020,1,api=1,unset=1,1,
9788949102689,041,1,ai_inference=1,unset=1,1,
9788949102689,056,1,api=1,unset=1,1,
9788949102689,082,0,,,0,DDC 근거 부족: 082 생성 보류
